generation,indicator,variant,value
500,Ecological security,IA-NSGA-III,0.9795127659377327
510,Ecological security,IA-NSGA-III,0.9819295146558398
520,Ecological security,IA-NSGA-III,0.984066224892268
530,Ecological security,IA-NSGA-III,0.9859542184300555
540,Ecological security,IA-NSGA-III,0.9876215665567285
550,Ecological security,IA-NSGA-III,0.9890933697640343
560,Ecological security,IA-NSGA-III,0.9903920271925561
570,Ecological security,IA-NSGA-III,0.9915374923152614
580,Ecological security,IA-NSGA-III,0.9925475126801994
590,Ecological security,IA-NSGA-III,0.9934378525448022
600,Ecological security,IA-NSGA-III,0.9942224979905265
610,Ecological security,IA-NSGA-III,0.9949138446575043
620,Ecological security,IA-NSGA-III,0.9955228686275963
630,Ecological security,IA-NSGA-III,0.9960592812466513
640,Ecological security,IA-NSGA-III,0.9965316688423763
650,Ecological security,IA-NSGA-III,0.996947618386817
660,Ecological security,IA-NSGA-III,0.9973138301909993
670,Ecological security,IA-NSGA-III,0.9976362187187576
680,Ecological security,IA-NSGA-III,0.9979200025787698
690,Ecological security,IA-NSGA-III,0.9981697847072738
700,Ecological security,IA-NSGA-III,0.9983896236956324
710,Ecological security,IA-NSGA-III,0.9985830971518675
720,Ecological security,IA-NSGA-III,0.9987533579172655
730,Ecological security,IA-NSGA-III,0.998903183890786
740,Ecological security,IA-NSGA-III,0.999035022147198
750,Ecological security,IA-NSGA-III,0.9991510279708525
760,Ecological security,IA-NSGA-III,0.999253099366602
770,Ecological security,IA-NSGA-III,0.9993429075530408
780,Ecological security,IA-NSGA-III,0.9994219238911914
790,Ecological security,IA-NSGA-III,0.9994914436540303
800,Ecological security,IA-NSGA-III,0.9995526069987384
810,Ecological security,IA-NSGA-III,0.9996064174641179
820,Ecological security,IA-NSGA-III,0.9996537582799935
830,Ecological security,IA-NSGA-III,0.9996954067433741
840,Ecological security,IA-NSGA-III,0.9997320468874069
850,Ecological security,IA-NSGA-III,0.9997642806434431
860,Ecological security,IA-NSGA-III,0.9997926376735763
870,Ecological security,IA-NSGA-III,0.9998175840305719
880,Ecological security,IA-NSGA-III,0.99983952978391
890,Ecological security,IA-NSGA-III,0.9998588357345074
900,Ecological security,IA-NSGA-III,0.9998758193263554
910,Ecological security,IA-NSGA-III,0.9998907598506016
920,Ecological security,IA-NSGA-III,0.9999039030263629
930,Ecological security,IA-NSGA-III,0.9999154650326044
940,Ecological security,IA-NSGA-III,0.9999256360566252
950,Ecological security,IA-NSGA-III,0.9999345834169201
960,Ecological security,IA-NSGA-III,0.999942454311326
970,Ecological security,IA-NSGA-III,0.9999493782353033
980,Ecological security,IA-NSGA-III,0.9999554691098596
990,Ecological security,IA-NSGA-III,0.9999608271539157
1000,Ecological security,IA-NSGA-III,0.9999655405317491
0,Ecological security,I-NSGA-III,0.13704051117334246
10,Ecological security,I-NSGA-III,0.14517801758043358
20,Ecological security,I-NSGA-III,0.1543761476347526
30,Ecological security,I-NSGA-III,0.16474336039460957
40,Ecological security,I-NSGA-III,0.17639053704860314
50,Ecological security,I-NSGA-III,0.18942828241630394
60,Ecological security,I-NSGA-III,0.2039634362431326
70,Ecological security,I-NSGA-III,0.22009475432553532
80,Ecological security,I-NSGA-III,0.23790778063502893
90,Ecological security,I-NSGA-III,0.2574690174785194
100,Ecological security,I-NSGA-III,0.2788196099151855
110,Ecological security,I-NSGA-III,0.30196888627000246
120,Ecological security,I-NSGA-III,0.32688822481765556
130,Ecological security,I-NSGA-III,0.3535058264511427
140,Ecological security,I-NSGA-III,0.3817030377028539
150,Ecological security,I-NSGA-III,0.4113128599405026
160,Ecological security,I-NSGA-III,0.44212117673150236
170,Ecological security,I-NSGA-III,0.473871024060978
180,Ecological security,I-NSGA-III,0.506269930174414
190,Ecological security,I-NSGA-III,0.539
200,Ecological security,I-NSGA-III,0.5717300698255859
210,Ecological security,I-NSGA-III,0.604128975939022
220,Ecological security,I-NSGA-III,0.6358788232684977
230,Ecological security,I-NSGA-III,0.6666871400594974
240,Ecological security,I-NSGA-III,0.6962969622971461
250,Ecological security,I-NSGA-III,0.7244941735488574
260,Ecological security,I-NSGA-III,0.7511117751823445
270,Ecological security,I-NSGA-III,0.7760311137299976
280,Ecological security,I-NSGA-III,0.7991803900848146
290,Ecological security,I-NSGA-III,0.8205309825214806
300,Ecological security,I-NSGA-III,0.840092219364971
310,Ecological security,I-NSGA-III,0.8579052456744646
320,Ecological security,I-NSGA-III,0.8740365637568673
330,Ecological security,I-NSGA-III,0.888571717583696
340,Ecological security,I-NSGA-III,0.9016094629513969
350,Ecological security,I-NSGA-III,0.9132566396053904
360,Ecological security,I-NSGA-III,0.9236238523652474
370,Ecological security,I-NSGA-III,0.9328219824195664
380,Ecological security,I-NSGA-III,0.9409594888266576
390,Ecological security,I-NSGA-III,0.9481404216902359
400,Ecological security,I-NSGA-III,0.9544630484229938
410,Ecological security,I-NSGA-III,0.9600189883268507
420,Ecological security,I-NSGA-III,0.9648927540249652
430,Ecological security,I-NSGA-III,0.9691616073930186
440,Ecological security,I-NSGA-III,0.9728956497211041
450,Ecological security,I-NSGA-III,0.9761580788784849
460,Ecological security,I-NSGA-III,0.9790055589360592
470,Ecological security,I-NSGA-III,0.9814886592547999
480,Ecological security,I-NSGA-III,0.9836523300964802
490,Ecological security,I-NSGA-III,0.9855363902456427
500,Ecological security,I-NSGA-III,0.9871760090046635
510,Ecological security,I-NSGA-III,0.988602170384886
520,Ecological security,I-NSGA-III,0.9898421115558773
530,Ecological security,I-NSGA-III,0.9909197308311467
540,Ecological security,I-NSGA-III,0.9918559628515066
550,Ecological security,I-NSGA-III,0.9926691203462237
560,Ecological security,I-NSGA-III,0.9933752030527309
570,Ecological security,I-NSGA-III,0.9939881751791181
580,Ecological security,I-NSGA-III,0.9945202132983703
590,Ecological security,I-NSGA-III,0.9949819268477125
600,Ecological security,I-NSGA-III,0.9953825535318144
610,Ecological security,I-NSGA-III,0.9957301319422094
620,Ecological security,I-NSGA-III,0.9960316536429149
630,Ecological security,I-NSGA-III,0.9962931968606438
640,Ecological security,I-NSGA-III,0.996520043776853
650,Ecological security,I-NSGA-III,0.9967167832623572
660,Ecological security,I-NSGA-III,0.9968874007333591
670,Ecological security,I-NSGA-III,0.9970353566474084
680,Ecological security,I-NSGA-III,0.9971636550035402
690,Ecological security,I-NSGA-III,0.9972749030654859
700,Ecological security,I-NSGA-III,0.9973713633920257
710,Ecological security,I-NSGA-III,0.9974549991349705
720,Ecological security,I-NSGA-III,0.9975275134530583
730,Ecological security,I-NSGA-III,0.9975903837889442
740,Ecological security,I-NSGA-III,0.9976448916659101
750,Ecological security,I-NSGA-III,0.9976921485802319
760,Ecological security,I-NSGA-III,0.9977331184935349
770,Ecological security,I-NSGA-III,0.9977686373661504
780,Ecological security,I-NSGA-III,0.9977994301166414
790,Ecological security,I-NSGA-III,0.9978261253435685
800,Ecological security,I-NSGA-III,0.9978492681024411
810,Ecological security,I-NSGA-III,0.997869330993041
820,Ecological security,I-NSGA-III,0.9978867237792446
830,Ecological security,I-NSGA-III,0.9979018017346016
840,Ecological security,I-NSGA-III,0.9979148728817187
850,Ecological security,I-NSGA-III,0.997926204271517
860,Ecological security,I-NSGA-III,0.9979360274292891
870,Ecological security,I-NSGA-III,0.997944543077794
880,Ecological security,I-NSGA-III,0.997951925233135
890,Ecological security,I-NSGA-III,0.9979583247565311
900,Ecological security,I-NSGA-III,0.9979638724341348
910,Ecological security,I-NSGA-III,0.9979686816475036
920,Ecological security,I-NSGA-III,0.9979728506890637
930,Ecological security,I-NSGA-III,0.9979764647696975
940,Ecological security,I-NSGA-III,0.997979597759354
950,Ecological security,I-NSGA-III,0.997982313696152
960,Ecological security,I-NSGA-III,0.9979846680947435
970,Ecological security,I-NSGA-III,0.9979867090806219
980,Ecological security,I-NSGA-III,0.9979884783735176
990,Ecological security,I-NSGA-III,0.9979900121399456
1000,Ecological security,I-NSGA-III,0.9979913417323126
0,Ecological security,A-NSGA-III,0.1330402753537956
10,Ecological security,A-NSGA-III,0.1388469985530892
20,Ecological security,A-NSGA-III,0.14523803481826947
30,Ecological security,A-NSGA-III,0.15226056072202834
40,Ecological security,A-NSGA-III,0.15996296728917786
50,Ecological security,A-NSGA-III,0.1683942614288365
60,Ecological security,A-NSGA-III,0.1776033141916367
70,Ecological security,A-NSGA-III,0.18763794363449754
80,Ecological security,A-NSGA-III,0.1985438249898447
90,Ecological security,A-NSGA-III,0.2103632279587867
100,Ecological security,A-NSGA-III,0.22313359049666254
110,Ecological security,A-NSGA-III,0.23688595047346644
120,Ecological security,A-NSGA-III,0.25164327084221
130,Ecological security,A-NSGA-III,0.26741870985068295
140,Ecological security,A-NSGA-III,0.28421390437575617
150,Ecological security,A-NSGA-III,0.30201735017960035
160,Ecological security,A-NSGA-III,0.3208029759056289
170,Ecological security,A-NSGA-III,0.34052901578974976
180,Ecological security,A-NSGA-III,0.36113728715888044
190,Ecological security,A-NSGA-III,0.38255297091717955
200,Ecological security,A-NSGA-III,0.40468497516640506
210,Ecological security,A-NSGA-III,0.4274269337391956
220,Ecological security,A-NSGA-III,0.45065885399135613
230,Ecological security,A-NSGA-III,0.47424938443355213
240,Ecological security,A-NSGA-III,0.4980586267384358
250,Ecological security,A-NSGA-III,0.5219413732615642
260,Ecological security,A-NSGA-III,0.5457506155664479
270,Ecological security,A-NSGA-III,0.5693411460086438
280,Ecological security,A-NSGA-III,0.5925730662608044
290,Ecological security,A-NSGA-III,0.6153150248335949
300,Ecological security,A-NSGA-III,0.6374470290828204
310,Ecological security,A-NSGA-III,0.6588627128411195
320,Ecological security,A-NSGA-III,0.6794709842102503
330,Ecological security,A-NSGA-III,0.6991970240943711
340,Ecological security,A-NSGA-III,0.7179826498203996
350,Ecological security,A-NSGA-III,0.7357860956242438
360,Ecological security,A-NSGA-III,0.752581290149317
370,Ecological security,A-NSGA-III,0.76835672915779
380,Ecological security,A-NSGA-III,0.7831140495265334
390,Ecological security,A-NSGA-III,0.7968664095033374
400,Ecological security,A-NSGA-III,0.8096367720412132
410,Ecological security,A-NSGA-III,0.8214561750101552
420,Ecological security,A-NSGA-III,0.8323620563655024
430,Ecological security,A-NSGA-III,0.8423966858083631
440,Ecological security,A-NSGA-III,0.8516057385711635
450,Ecological security,A-NSGA-III,0.8600370327108221
460,Ecological security,A-NSGA-III,0.8677394392779715
470,Ecological security,A-NSGA-III,0.8747619651817305
480,Ecological security,A-NSGA-III,0.8811530014469108
490,Ecological security,A-NSGA-III,0.8869597246462043
500,Ecological security,A-NSGA-III,0.8922276362644538
510,Ecological security,A-NSGA-III,0.8970002232560573
520,Ecological security,A-NSGA-III,0.9013187227340791
530,Ecological security,A-NSGA-III,0.9052219742565171
540,Ecological security,A-NSGA-III,0.9087463442737671
550,Ecological security,A-NSGA-III,0.911925708745881
560,Ecological security,A-NSGA-III,0.9147914815538334
570,Ecological security,A-NSGA-III,0.9173726779866017
580,Ecological security,A-NSGA-III,0.9196960041953314
590,Ecological security,A-NSGA-III,0.9217859650086417
600,Ecological security,A-NSGA-III,0.9236649838651109
610,Ecological security,A-NSGA-III,0.9253535298242602
620,Ecological security,A-NSGA-III,0.926870247662878
630,Ecological security,A-NSGA-III,0.9282320879549366
640,Ecological security,A-NSGA-III,0.9294544347816784
650,Ecological security,A-NSGA-III,0.9305512293376899
660,Ecological security,A-NSGA-III,0.9315350882041752
670,Ecological security,A-NSGA-III,0.9324174154674653
680,Ecological security,A-NSGA-III,0.9332085081836198
690,Ecological security,A-NSGA-III,0.9339176549422004
700,Ecological security,A-NSGA-III,0.9345532274758941
710,Ecological security,A-NSGA-III,0.9351227654081827
720,Ecological security,A-NSGA-III,0.9356330543377445
730,Ecological security,A-NSGA-III,0.93609019753347
740,Ecological security,A-NSGA-III,0.9364996815643293
750,Ecological security,A-NSGA-III,0.9368664362192389
760,Ecological security,A-NSGA-III,0.9371948890879626
770,Ecological security,A-NSGA-III,0.9374890151785428
780,Ecological security,A-NSGA-III,0.9377523819427079
790,Ecological security,A-NSGA-III,0.937988190070469
800,Ecological security,A-NSGA-III,0.9381993104005333
810,Ecological security,A-NSGA-III,0.9383883172756944
820,Ecological security,A-NSGA-III,0.9385575186531098
830,Ecological security,A-NSGA-III,0.9387089832592062
840,Ecological security,A-NSGA-III,0.9388445650585286
850,Ecological security,A-NSGA-III,0.938965925285628
860,Ecological security,A-NSGA-III,0.9390745522694154
870,Ecological security,A-NSGA-III,0.9391717792605568
880,Ecological security,A-NSGA-III,0.9392588004545692
890,Ecological security,A-NSGA-III,0.9393366853864329
900,Ecological security,A-NSGA-III,0.9394063918567938
910,Ecological security,A-NSGA-III,0.9394687775351924
920,Ecological security,A-NSGA-III,0.9395246103722457
930,Ecological security,A-NSGA-III,0.939574577940249
940,Ecological security,A-NSGA-III,0.9396192958102525
950,Ecological security,A-NSGA-III,0.9396593150632173
960,Ecological security,A-NSGA-III,0.9396951290233285
970,Ecological security,A-NSGA-III,0.939727179292877
980,Ecological security,A-NSGA-III,0.9397558611602366
990,Ecological security,A-NSGA-III,0.9397815284453291
1000,Ecological security,A-NSGA-III,0.9398044978404989
0,Ecological security,NSGA-III,0.14644969828448565
10,Ecological security,NSGA-III,0.15222989261535455
20,Ecological security,NSGA-III,0.158461883962139
30,Ecological security,NSGA-III,0.16517192236068387
40,Ecological security,NSGA-III,0.172386185752555
50,Ecological security,NSGA-III,0.18013045449857876
60,Ecological security,NSGA-III,0.18842973531138085
70,Ecological security,NSGA-III,0.1973078340700785
80,Ecological security,NSGA-III,0.20678687869643614
90,Ecological security,NSGA-III,0.2168867953899502
100,Ecological security,NSGA-III,0.2276247440301873
110,Ecological security,NSGA-III,0.23901452141615442
120,Ecological security,NSGA-III,0.25106594414186423
130,Ecological security,NSGA-III,0.26378422617518715
140,Ecological security,NSGA-III,0.2771693694343773
150,Ecological security,NSGA-III,0.2912155886159166
160,Ecological security,NSGA-III,0.30591079395079596
170,Ecological security,NSGA-III,0.3212361571613022
180,Ecological security,NSGA-III,0.3371657863622734
190,Ecological security,NSGA-III,0.35366653473378296
200,Ecological security,NSGA-III,0.37069796528454346
210,Ecological security,NSGA-III,0.38821248982594075
220,Ecological security,NSGA-III,0.4061556944179845
230,Ecological security,NSGA-III,0.42446685621945474
240,Ecological security,NSGA-III,0.4430796482277915
250,Ecological security,NSGA-III,0.4619230193336432
260,Ecological security,NSGA-III,0.4809222280610632
270,Ecological security,NSGA-III,0.5
280,Ecological security,NSGA-III,0.5190777719389369
290,Ecological security,NSGA-III,0.5380769806663569
300,Ecological security,NSGA-III,0.5569203517722086
310,Ecological security,NSGA-III,0.5755331437805453
320,Ecological security,NSGA-III,0.5938443055820156
330,Ecological security,NSGA-III,0.6117875101740593
340,Ecological security,NSGA-III,0.6293020347154565
350,Ecological security,NSGA-III,0.646333465266217
360,Ecological security,NSGA-III,0.6628342136377267
370,Ecological security,NSGA-III,0.6787638428386977
380,Ecological security,NSGA-III,0.6940892060492041
390,Ecological security,NSGA-III,0.7087844113840833
400,Ecological security,NSGA-III,0.7228306305656227
410,Ecological security,NSGA-III,0.7362157738248128
420,Ecological security,NSGA-III,0.7489340558581358
430,Ecological security,NSGA-III,0.7609854785838457
440,Ecological security,NSGA-III,0.7723752559698127
450,Ecological security,NSGA-III,0.7831132046100497
460,Ecological security,NSGA-III,0.793213121303564
470,Ecological security,NSGA-III,0.8026921659299214
480,Ecological security,NSGA-III,0.8115702646886191
490,Ecological security,NSGA-III,0.8198695455014212
500,Ecological security,NSGA-III,0.8276138142474451
510,Ecological security,NSGA-III,0.8348280776393162
520,Ecological security,NSGA-III,0.841538116037861
530,Ecological security,NSGA-III,0.8477701073846455
540,Ecological security,NSGA-III,0.8535503017155144
550,Ecological security,NSGA-III,0.858904744388735
560,Ecological security,NSGA-III,0.8638590451860322
570,Ecological security,NSGA-III,0.8684381897810667
580,Ecological security,NSGA-III,0.8726663896702976
590,Ecological security,NSGA-III,0.8765669664776131
600,Ecological security,NSGA-III,0.8801622665308441
610,Ecological security,NSGA-III,0.8834736017237896
620,Ecological security,NSGA-III,0.8865212128854526
630,Ecological security,NSGA-III,0.8893242521482068
640,Ecological security,NSGA-III,0.8919007811137007
650,Ecological security,NSGA-III,0.8942677819396431
660,Ecological security,NSGA-III,0.8964411787971659
670,Ecological security,NSGA-III,0.8984358674661453
680,Ecological security,NSGA-III,0.9002657511369392
690,Ecological security,NSGA-III,0.9019437807664716
700,Ecological security,NSGA-III,0.9034819985915835
710,Ecological security,NSGA-III,0.9048915836318431
720,Ecological security,NSGA-III,0.906182898217529
730,Ecological security,NSGA-III,0.9073655347571331
740,Ecological security,NSGA-III,0.9084483621138664
750,Ecological security,NSGA-III,0.9094395710940791
760,Ecological security,NSGA-III,0.9103467186642079
770,Ecological security,NSGA-III,0.9111767706088403
780,Ecological security,NSGA-III,0.9119361424227936
790,Ecological security,NSGA-III,0.9126307382966222
800,Ecological security,NSGA-III,0.9132659881095415
810,Ecological security,NSGA-III,0.9138468823880036
820,Ecological security,NSGA-III,0.9143780052236008
830,Ecological security,NSGA-III,0.9148635651719429
840,Ecological security,NSGA-III,0.9153074241758099
850,Ecological security,NSGA-III,0.9157131245722975
860,Ecological security,NSGA-III,0.9160839142557089
870,Ecological security,NSGA-III,0.9164227700763956
880,Ecological security,NSGA-III,0.9167324195612764
890,Ecological security,NSGA-III,0.9170153610449105
900,Ecological security,NSGA-III,0.9172738823012756
910,Ecological security,NSGA-III,0.9175100777661619
920,Ecological security,NSGA-III,0.9177258644387205
930,Ecological security,NSGA-III,0.9179229965484269
940,Ecological security,NSGA-III,0.9181030790708009
950,Ecological security,NSGA-III,0.9182675801718435
960,Ecological security,NSGA-III,0.91841784265743
970,Ecological security,NSGA-III,0.9185550945000159
980,Ecological security,NSGA-III,0.9186804585110011
990,Ecological security,NSGA-III,0.9187949612230942
1000,Ecological security,NSGA-III,0.9188995410430312
0,Ecological security,NSGA-II,0.14541576113322321
10,Ecological security,NSGA-II,0.14950190705426064
20,Ecological security,NSGA-II,0.153815361948567
30,Ecological security,NSGA-II,0.15836523205457922
40,Ecological security,NSGA-II,0.16316054091260399
50,Ecological security,NSGA-II,0.16821016229636698
60,Ecological security,NSGA-II,0.17352274612492952
70,Ecological security,NSGA-II,0.1791066373598145
80,Ecological security,NSGA-II,0.18496978802636094
90,Ecological security,NSGA-II,0.191119662654487
100,Ecological security,NSGA-II,0.19756313761187722
110,Ecological security,NSGA-II,0.20430639500089587
120,Ecological security,NSGA-II,0.21135481200693462
130,Ecological security,NSGA-II,0.21871284681684855
140,Ecological security,NSGA-II,0.2263839224666495
150,Ecological security,NSGA-II,0.23437031022127325
160,Ecological security,NSGA-II,0.24267301432810506
170,Ecological security,NSGA-II,0.25129166021072696
180,Ecological security,NSGA-II,0.2602243883695009
190,Ecological security,NSGA-II,0.26946775641967907
200,Ecological security,NSGA-II,0.2790166518137964
210,Ecological security,NSGA-II,0.2888642178512724
220,Ecological security,NSGA-II,0.2990017955632998
230,Ecological security,NSGA-II,0.30941888396556677
240,Ecological security,NSGA-II,0.32010312098780386
250,Ecological security,NSGA-II,0.3310402871132953
260,Ecological security,NSGA-II,0.34221433339291135
270,Ecological security,NSGA-II,0.35360743504086406
280,Ecological security,NSGA-II,0.3652000712820134
290,Ecological security,NSGA-II,0.3769711315167855
300,Ecological security,NSGA-II,0.3888980472178871
310,Ecological security,NSGA-II,0.400956948295375
320,Ecological security,NSGA-II,0.41312284198876636
330,Ecological security,NSGA-II,0.4253698116941628
340,Ecological security,NSGA-II,0.43767123253863555
350,Ecological security,NSGA-II,0.45
360,Ecological security,NSGA-II,0.4623287674613645
370,Ecological security,NSGA-II,0.4746301883058372
380,Ecological security,NSGA-II,0.4868771580112337
390,Ecological security,NSGA-II,0.49904305170462504
400,Ecological security,NSGA-II,0.5111019527821129
410,Ecological security,NSGA-II,0.5230288684832145
420,Ecological security,NSGA-II,0.5347999287179867
430,Ecological security,NSGA-II,0.5463925649591359
440,Ecological security,NSGA-II,0.5577856666070886
450,Ecological security,NSGA-II,0.5689597128867047
460,Ecological security,NSGA-II,0.5798968790121961
470,Ecological security,NSGA-II,0.5905811160344332
480,Ecological security,NSGA-II,0.6009982044367002
490,Ecological security,NSGA-II,0.6111357821487275
500,Ecological security,NSGA-II,0.6209833481862036
510,Ecological security,NSGA-II,0.6305322435803209
520,Ecological security,NSGA-II,0.6397756116304991
530,Ecological security,NSGA-II,0.648708339789273
540,Ecological security,NSGA-II,0.657326985671895
550,Ecological security,NSGA-II,0.6656296897787267
560,Ecological security,NSGA-II,0.6736160775333504
570,Ecological security,NSGA-II,0.6812871531831514
580,Ecological security,NSGA-II,0.6886451879930653
590,Ecological security,NSGA-II,0.695693604999104
600,Ecological security,NSGA-II,0.7024368623881228
610,Ecological security,NSGA-II,0.708880337345513
620,Ecological security,NSGA-II,0.715030211973639
630,Ecological security,NSGA-II,0.7208933626401854
640,Ecological security,NSGA-II,0.7264772538750705
650,Ecological security,NSGA-II,0.7317898377036329
660,Ecological security,NSGA-II,0.7368394590873959
670,Ecological security,NSGA-II,0.7416347679454208
680,Ecological security,NSGA-II,0.746184638051433
690,Ecological security,NSGA-II,0.7504980929457393
700,Ecological security,NSGA-II,0.7545842388667767
710,Ecological security,NSGA-II,0.7584522045944975
720,Ecological security,NSGA-II,0.7621110880056798
730,Ecological security,NSGA-II,0.7655699090682339
740,Ecological security,NSGA-II,0.7688375689459234
750,Ecological security,NSGA-II,0.7719228148447885
760,Ecological security,NSGA-II,0.7748342102059859
770,Ecological security,NSGA-II,0.777580109834837
780,Ecological security,NSGA-II,0.7801686395507701
790,Ecological security,NSGA-II,0.7826076799457939
800,Ecological security,NSGA-II,0.7849048538486006
810,Ecological security,NSGA-II,0.7870675171059076
820,Ecological security,NSGA-II,0.7891027523109893
830,Ecological security,NSGA-II,0.7910173651303943
840,Ecological security,NSGA-II,0.792817882902698
850,Ecological security,NSGA-II,0.7945105552070038
860,Ecological security,NSGA-II,0.7961013561231465
870,Ecological security,NSGA-II,0.7975959879296566
880,Ecological security,NSGA-II,0.7989998860090994
890,Ecological security,NSGA-II,0.8003182247531192
900,Ecological security,NSGA-II,0.8015559242811356
910,Ecological security,NSGA-II,0.802717657807037
920,Ecological security,NSGA-II,0.8038078595072634
930,Ecological security,NSGA-II,0.8048307327613335
940,Ecological security,NSGA-II,0.8057902586521212
950,Ecological security,NSGA-II,0.8066902046280522
960,Ecological security,NSGA-II,0.807534133242894
970,Ecological security,NSGA-II,0.8083254109010174
980,Ecological security,NSGA-II,0.8090672165469779
990,Ecological security,NSGA-II,0.8097625502480771
1000,Ecological security,NSGA-II,0.8104142416272849
